V1	V2	V3	dxy	siteswithdata
chr1:328347-333800	328347	333800	2.499999e-06	2
chr1:334301-338761	334301	338761	0.0222596076375336	2573
chr1:339262-341854	339262	341854	0.021335872002	2
chr1:342355-346767	342355	346767	0.0264519931722927	2303
chr1:347268-353543	347268	353543	1.999998e-06	2
chr1:354044-356043	354044	356043	1.999998e-06	2
chr1:356544-362067	356544	362067	0.0129086068230448	2546
chr1:362568-367138	362568	367138	0.0159713423262501	3398
chr1:367639-370248	367639	370248	0.0150422150819412	1224
chr1:370749-374337	370749	374337	0.0140142858073358	1641
chr1:374838-377826	374838	377826	3.999994e-06	2
chr1:378327-384867	378327	384867	0.00531585481771759	4412
chr1:385368-390030	385368	390030	3.99999e-06	2
chr1:390531-395859	390531	395859	0.00697427276228806	2562
chr1:396360-401306	396360	401306	0.0127237627271581	2651
chr1:401807-408464	401807	408464	0.0102653726339934	3932
chr1:408965-419000	408965	419000	0.00309932934568217	7438
chr1:419501-422922	419501	422922	1.499998e-06	2
chr1:423423-427579	423423	427579	0.0153964510363654	2266
chr1:428080-432084	428080	432084	0.00321670186031745	3232
chr1:432585-435548	432585	435548	2.499997e-06	2
chr1:436049-438002	436049	438002	2.499997e-06	2
chr1:438503-442070	438503	442070	0.0301989728962888	1731
chr1:442571-447253	442571	447253	0.0170959985985816	1348
chr1:447754-452251	447754	452251	0.00424808383474975	2014
chr1:452752-457391	452752	457391	0.00661520433628621	2872
chr1:457892-461992	457892	461992	0.0149995115786007	2121
chr1:462493-464307	462493	464307	2e-06	2
chr1:464808-465982	464808	465982	2e-06	2
chr1:466483-469476	466483	469476	0.0182469573919207	656
chr1:469977-474138	469977	474138	0.00973047106140785	2371
chr1:474639-476523	474639	476523	0.0300838172300137	586
chr1:477024-478690	477024	478690	0.0268692698127545	501
chr1:479191-481355	479191	481355	2.999994e-06	2
chr1:481856-486118	481856	486118	0.0228821185676972	2649
chr1:486619-488092	486619	488092	0.00163336129632321	922
chr1:488593-495741	488593	495741	0.00378265266551593	3673
chr1:496242-508491	496242	508491	0.00521938150452303	3300
chr1:508992-509858	508992	509858	0.014877603153292	452
chr1:510359-514071	510359	514071	0.02315019856415	2867
chr1:514572-519456	514572	519456	0.01488024400865	1840
chr1:519957-525012	519957	525012	0.0034319249474362	3856
chr1:525513-533308	525513	533308	0.00486276580457236	3973
chr1:533809-538764	533809	538764	0.0165102600925959	3601
chr1:539265-542735	539265	542735	0.0101085558936686	1865
chr1:543236-548448	543236	548448	0.00784488098458824	4029
chr1:548949-559487	548949	559487	0.00750289274578734	5229
chr1:559988-562391	559988	562391	0.00591745321413492	1512
chr1:562892-565860	562892	565860	0.00177385961853199	1782
chr1:566361-574087	566361	574087	0.00891439008717878	7277
chr1:574588-582941	574588	582941	0.00643971765401942	6386
chr1:583442-587764	583442	587764	0.0121423064367097	3224
chr1:588265-595900	588265	595900	0.0213972775913115	5644
chr1:596401-620677	596401	620677	0.00487448795989841	10257
chr1:621178-623756	621178	623756	0.0212796840418664	1632
chr1:624257-625823	624257	625823	0.00781675355121015	985
chr1:626324-628509	626324	628509	3.499995e-06	2
chr1:629010-631605	629010	631605	0.015987466826622	1926
chr1:632106-636664	632106	636664	0.0315693981371152	2075
chr1:637165-643091	637165	643091	0.00467671945974907	3475
chr1:643592-650332	643592	650332	0.00487132130823127	3857
chr1:650833-653477	650833	653477	5e-07	2
chr1:653978-659507	653978	659507	0.0130091512107695	4164
chr1:660008-662849	660008	662849	0.013716031541178	1944
chr1:663350-667227	663350	667227	0.0109616636078442	2002
chr1:667728-670027	667728	670027	0.00442361391364821	1120
chr1:670528-675693	670528	675693	0.00966390801499978	4467
chr1:676194-680131	676194	680131	0.00785116600509298	2280
chr1:680632-681908	680632	681908	0.0160559539513766	462
chr1:682409-686227	682409	686227	0.0111749784373798	2657
chr1:686728-691824	686728	691824	1.5e-06	2
chr1:692325-697613	692325	697613	1.5e-06	2
chr1:698114-700746	698114	700746	0.0116587843492737	581
chr1:701247-703225	701247	703225	2.999996e-06	2
chr1:703726-708984	703726	708984	2.999996e-06	2
chr1:709485-711747	709485	711747	0.0061191192199227	1423
chr1:712248-719538	712248	719538	0.00719205266739349	4145
chr1:720039-726489	720039	726489	0.00607371256765984	4051
chr1:726990-731935	726990	731935	0.00379228510243957	3831
chr1:732436-739581	732436	739581	0.00332307246057744	4849
chr1:740082-741942	740082	741942	0.0151391810524097	1157
chr1:742443-749232	742443	749232	0.00769434253140692	2863
chr1:749733-756775	749733	756775	0.0325345230147858	2815
chr1:757276-758976	757276	758976	0.0323817757855664	535
chr1:759477-766536	759477	766536	0.0046456455718991	5471
chr1:767037-776245	767037	776245	0.00174771851828725	3154
chr1:776746-779311	776746	779311	2.999996e-06	2
chr1:779812-782517	779812	782517	2.999996e-06	2
chr1:783018-786422	783018	786422	0.0192125344124212	2759
chr1:786923-789108	786923	789108	1e-06	2
chr1:789609-793883	789609	793883	0.00304749059211851	3139
chr1:794384-801387	794384	801387	0.00564363408750902	3825
chr1:801888-806141	801888	806141	1.5e-06	2
chr1:806642-808587	806642	808587	0.00121947155169483	1160
chr1:809088-815720	809088	815720	0.00492576559062713	2816
chr1:816221-819027	816221	819027	1e-06	2
chr1:819528-827369	819528	827369	0.0151018635628808	5359
chr1:827870-833185	827870	833185	1.999998e-06	2
chr1:833686-838000	833686	838000	0.0124340400091486	2328
chr1:838501-841729	838501	841729	0.0100638300980123	2768
chr1:842230-844358	842230	844358	1.499999e-06	2
chr1:844859-851682	844859	851682	0.00483424732061989	4917
chr1:852183-854231	852183	854231	0.0259827642487994	633
chr1:854732-860580	854732	860580	0.0116002462156893	4338
chr1:861081-871410	861081	871410	0.00316270714575496	5142
chr1:871911-875150	871911	875150	0.00756194599560714	1008
chr1:875651-881501	875651	881501	2.499998e-06	2
chr1:882002-884638	882002	884638	0.00630062368306148	1106
chr1:885139-889872	885139	889872	0.00596161050058763	2733
chr1:890373-899788	890373	899788	0.00617394348512008	2973
chr1:900289-905378	900289	905378	0.00626299049238335	3459
chr1:905879-909523	905879	909523	0.0196338033205612	2559
chr1:910024-912086	910024	912086	1.499999e-06	2
chr1:912587-915358	912587	915358	0.00853859622209452	1735
chr1:915859-919919	915859	919919	2.499997e-06	2
chr1:920420-926092	920420	926092	0.0171817975932952	3655
chr1:926593-930541	926593	930541	0.0125563183276907	2431
chr1:931042-933911	931042	933911	0.0169075760189465	2018
chr1:934412-940936	934412	940936	0.0113508312961656	5097
chr1:941437-944313	941437	944313	0.00688845238693579	1355
chr1:944814-947715	944814	947715	0.0180886555147679	573
chr1:948216-955003	948216	955003	0.00848227562029288	2192
chr1:955504-960679	955504	960679	0.0185129446593812	2870
chr1:961180-963317	961180	963317	2e-06	2
chr1:963818-966255	963818	966255	2e-06	2
chr1:966756-968381	966756	968381	2e-06	2
chr1:968882-979955	968882	979955	0.0218420925925724	3693
chr1:980456-984462	980456	984462	0.00765592751020963	1288
chr1:984963-987011	984963	987011	0.013914472618131	458
chr1:987512-991550	987512	991550	0.00639555023228289	2326
chr1:992051-998295	992051	998295	0.0135131153742327	4143
chr1:998796-999836	998796	999836	0.00438957742692282	609
chr1:1000337-1007117	1000337	1007117	0.0018618592549195	2708
chr1:1007618-1015584	1007618	1015584	0.00292690564215025	2782
chr1:1016085-1020274	1016085	1020274	0.00273132487643916	1808
chr1:1020775-1031027	1020775	1031027	0.00518594948877135	6158
chr1:1031528-1033773	1031528	1033773	0.00810871460445093	377
chr1:1034274-1037899	1034274	1037899	0.00618174672605042	2737
chr1:1038400-1041831	1038400	1041831	0.00282743399334047	934
chr1:1042332-1054951	1042332	1054951	0.00190806621730758	10534
chr1:1055452-1060258	1055452	1060258	0.0319688929509012	1387
chr1:1060759-1065154	1060759	1065154	2.499997e-06	2
chr1:1065655-1067243	1065655	1067243	2.499997e-06	2
chr1:1067744-1073287	1067744	1073287	2.499997e-06	2
chr1:1073788-1077272	1073788	1077272	0.00218414554980934	1049
chr1:1077773-1080098	1077773	1080098	0.0202836274813764	728
chr1:1080599-1086208	1080599	1086208	0.00781678237580468	1966
chr1:1086709-1091454	1086709	1091454	0.0201401007125011	1365
chr1:1091955-1094762	1091955	1094762	2.499999e-06	2
chr1:1095263-1100343	1095263	1100343	0.00659363935575049	2060
chr1:1100844-1104830	1100844	1104830	0.00526299934732703	3385
chr1:1105331-1111852	1105331	1111852	0.00318349004504576	3584
chr1:1112353-1114580	1112353	1114580	0.0056402558782663	721
chr1:1115081-1119359	1115081	1119359	0.00481427885111562	3252
chr1:1119860-1123323	1119860	1123323	0.0247675239487919	889
chr1:1123824-1130372	1123824	1130372	0.00276440305730957	3030
chr1:1130873-1134405	1130873	1134405	2.999996e-06	2
chr1:1134906-1139587	1134906	1139587	0.011323664045804	1449
chr1:1140088-1144220	1140088	1144220	0.00521988182600621	3540
chr1:1144721-1149009	1144721	1149009	0.0108344818260556	1836
chr1:1149510-1153102	1149510	1153102	0.0118180559311457	2608
chr1:1153603-1157597	1153603	1157597	0.0119734612156809	2106
chr1:1158098-1160616	1158098	1160616	1.999998e-06	2
chr1:1161117-1164028	1161117	1164028	0.0246687816386015	1237
chr1:1164529-1168256	1164529	1168256	2.499998e-06	2
chr1:1168757-1175144	1168757	1175144	2.499998e-06	2
chr1:1175645-1181835	1175645	1181835	0.00546725315843042	4642
chr1:1182336-1196010	1182336	1196010	0.00549220194912208	4497
chr1:1196511-1202587	1196511	1202587	0.00544123662697223	2269
chr1:1203088-1206097	1203088	1206097	0.00324699440770742	2372
chr1:1206598-1211716	1206598	1211716	0.00716297207265943	3964
chr1:1212217-1217699	1212217	1217699	0.0157646161025219	3867
chr1:1218200-1223417	1218200	1223417	0.00248501216717733	4517
chr1:1223918-1227761	1223918	1227761	0.0155582016917426	1725
chr1:1228262-1233472	1228262	1233472	0.0411623123273823	395
chr1:1233973-1239558	1233973	1239558	0.00488333995642031	1989
chr1:1240059-1243749	1240059	1243749	0.0116913234483572	1383
chr1:1244250-1248123	1244250	1248123	0.0337512000761909	943
chr1:1248624-1252201	1248624	1252201	0.111414999998	2
chr1:1252702-1254389	1252702	1254389	0.111414999998	2
chr1:1254890-1259723	1254890	1259723	0.00158766955373824	2529
chr1:1260224-1265485	1260224	1265485	0.0053575729096684	3468
chr1:1265986-1269779	1265986	1269779	0.015105996347024	1082
chr1:1270280-1275279	1270280	1275279	0.00179388665807285	4365
chr1:1275780-1282537	1275780	1282537	0.0152321293837414	4594
chr1:1283038-1286332	1283038	1286332	0.00689928218338692	1667
chr1:1286833-1289265	1286833	1289265	5e-07	2
chr1:1289766-1292634	1289766	1292634	0.0105375341394186	2112
chr1:1293135-1298040	1293135	1298040	0.00399076540015222	4362
chr1:1298541-1302274	1298541	1302274	3.499997e-06	2
chr1:1302775-1305010	1302775	1305010	0.0172734279640661	1270
chr1:1305511-1309830	1305511	1309830	2.999996e-06	2
chr1:1310331-1318166	1310331	1318166	0.0119107541010351	6011
chr1:1318667-1324308	1318667	1324308	0.00479056500899579	4041
chr1:1324809-1327051	1324809	1327051	2.5e-06	2
chr1:1327552-1332787	1327552	1332787	0.0060341041672948	4291
chr1:1333288-1335717	1333288	1335717	0.0309435937439475	1142
chr1:1336218-1337903	1336218	1337903	2.499998e-06	2
chr1:1338404-1341317	1338404	1341317	2.499998e-06	2
chr1:1341818-1344450	1341818	1344450	0.00283711763679164	1435
chr1:1344951-1350087	1344951	1350087	0.00646967952645151	2516
chr1:1350588-1354645	1350588	1354645	0.00502166767425756	3471
chr1:1355146-1357752	1355146	1357752	3e-06	2
chr1:1358253-1361165	1358253	1361165	0.0127084524565376	2299
chr1:1361666-1364859	1361666	1364859	0.00572989469517023	2526
chr1:1365360-1369843	1365360	1369843	0.00974607142976651	3195
chr1:1370344-1373444	1370344	1373444	0.014416949317814	1204
chr1:1373945-1377754	1373945	1377754	0.0098743300878432	3074
chr1:1378255-1381179	1378255	1381179	0.00370363869515379	1411
chr1:1381680-1385886	1381680	1385886	0.0142708925613416	3855
chr1:1386387-1389406	1386387	1389406	0.00407632696312874	668
chr1:1389907-1391849	1389907	1391849	1.999997e-06	2
chr1:1392350-1395465	1392350	1395465	0.0153648253744836	1795
chr1:1395966-1401285	1395966	1401285	0.014720628117846	3480
chr1:1401786-1403320	1401786	1403320	1.499999e-06	2
chr1:1403821-1406710	1403821	1406710	1.499999e-06	2
chr1:1407211-1412662	1407211	1412662	0.0120855144125535	3411
chr1:1413163-1417257	1413163	1417257	0.0118867735588432	2002
chr1:1417758-1419523	1417758	1419523	0.0154992647811083	1117
chr1:1420024-1426640	1420024	1426640	0.0229577255145771	4609
chr1:1427141-1433795	1427141	1433795	0.00722314629805241	3969
chr1:1434296-1437246	1434296	1437246	0.0073066210179618	1623
chr1:1437747-1439240	1437747	1439240	9.99999e-07	2
chr1:1439741-1442598	1439741	1442598	0.00518257466145393	2073
chr1:1443099-1444800	1443099	1444800	0.0197241376674172	429
chr1:1445301-1447030	1445301	1447030	0.217015348288	2
chr1:1447531-1457585	1447531	1457585	0.00353908005649783	2306
chr1:1458086-1463721	1458086	1463721	0.00675188152619748	4922
chr1:1464222-1467833	1464222	1467833	0.0259348691628773	1304
chr1:1468334-1479412	1468334	1479412	0.00369477331192723	3573
chr1:1479913-1483430	1479913	1483430	3.999993e-06	2
chr1:1483931-1488994	1483931	1488994	0.0260165658600232	1464
chr1:1489495-1493364	1489495	1493364	0.0129949213115944	1997
chr1:1493865-1496868	1493865	1496868	3.499995e-06	2
chr1:1497369-1504809	1497369	1504809	0.00824032664126938	5097
chr1:1505310-1507743	1505310	1507743	0.00676272502941409	809
chr1:1508244-1510455	1508244	1510455	0.00484927285780719	695
chr1:1510956-1513482	1510956	1513482	0.0320920857604456	763
chr1:1513983-1516490	1513983	1516490	0.0231911833552046	1398
chr1:1516991-1520818	1516991	1520818	0.00898802313039924	2620
chr1:1521319-1522554	1521319	1522554	2.999998e-06	2
chr1:1523055-1524235	1523055	1524235	2.999998e-06	2
chr1:1524736-1525813	1524736	1525813	0.00570627517597959	392
chr1:1526314-1530855	1526314	1530855	0.009297441330071	2479
chr1:1531356-1535740	1531356	1535740	0.025512516824514	3739
chr1:1536241-1537128	1536241	1537128	0.0153915185970936	203
chr1:1537629-1538722	1537629	1538722	0.0218559439389247	292
chr1:1539223-1544145	1539223	1544145	0.00430910819425532	141
chr1:1544646-1547594	1544646	1547594	0.0287354829889254	979
chr1:1548095-1555269	1548095	1555269	0.0222400049367713	3503
chr1:1555770-1557675	1555770	1557675	0.018690001706726	1168
chr1:1558176-1561785	1558176	1561785	0.00446224787654685	1825
chr1:1562286-1563251	1562286	1563251	3.499995e-06	2
chr1:1563752-1565686	1563752	1565686	3.499995e-06	2
chr1:1566187-1570737	1566187	1570737	0.0121012687666224	2619
chr1:1571238-1573593	1571238	1573593	0.0189647134503031	673
chr1:1574094-1576107	1574094	1576107	0.0201463607397645	705
chr1:1576608-1580486	1576608	1580486	0.0182648251944636	1553
chr1:1580987-1585645	1580987	1585645	0.00361742794377487	2825
chr1:1586146-1592862	1586146	1592862	0.00818378466228923	5442
chr1:1593363-1596255	1593363	1596255	0.0143471382790214	1492
chr1:1596756-1598111	1596756	1598111	0.038150177342963	783
chr1:1598612-1602541	1598612	1602541	0.0221622822209007	1863
chr1:1603042-1606275	1603042	1606275	0.0363351932618537	697
chr1:1606776-1610747	1606776	1610747	0.00556137081717346	3286
chr1:1611248-1616895	1611248	1616895	0.00437858812784326	4045
chr1:1617396-1620501	1617396	1620501	0.0144380468336902	794
chr1:1621002-1623316	1621002	1623316	0.0147459373504192	1937
chr1:1623817-1627247	1623817	1627247	0.00432735537553728	3112
chr1:1627748-1631712	1627748	1631712	0.0154440128339504	1290
chr1:1632213-1638102	1632213	1638102	0.00459158120644242	3508
chr1:1638603-1641761	1638603	1641761	0.00486461798601017	1376
chr1:1642262-1647618	1642262	1647618	0.0097097877091448	4841
chr1:1648119-1651240	1648119	1651240	0.0118212628376762	2687
chr1:1651741-1657843	1651741	1657843	0.019354499604335	197
chr1:1658344-1662830	1658344	1662830	0.00368500018964252	2982
chr1:1663331-1667722	1663331	1667722	0.00375601553046673	3321
chr1:1668223-1671562	1668223	1671562	0.0211550998560983	1486
chr1:1672063-1674880	1672063	1674880	2.999996e-06	2
chr1:1675381-1678526	1675381	1678526	0.0072933296004309	2757
chr1:1679027-1682353	1679027	1682353	0.00302759429278204	1069
chr1:1682854-1690327	1682854	1690327	0.00703254256913021	3479
chr1:1690828-1692670	1690828	1692670	0.0269980380160296	810
chr1:1693171-1699525	1693171	1699525	0.00975306211653376	4028
chr1:1700026-1706476	1700026	1706476	0.0109872238742147	3764
chr1:1706977-1713769	1706977	1713769	0.014911117897492	4528
chr1:1714270-1717097	1714270	1717097	3.499994e-06	2
chr1:1717598-1720835	1717598	1720835	0.00404974929761576	1624
chr1:1721336-1723305	1721336	1723305	5e-07	2
chr1:1723806-1726945	1723806	1726945	0.0442323797133596	559
chr1:1727446-1733913	1727446	1733913	0.00334960840560956	3806
chr1:1734414-1740252	1734414	1740252	0.0113866089215456	4798
chr1:1740753-1749573	1740753	1749573	0.0026935541332874	5936
chr1:1750074-1752280	1750074	1752280	0.0150935323178824	935
chr1:1752781-1755240	1752781	1755240	1e-06	2
chr1:1755741-1759932	1755741	1759932	0.0166323392078544	1868
chr1:1760433-1761599	1760433	1761599	2.999996e-06	2
chr1:1762100-1765434	1762100	1765434	0.0217910397559916	2132
chr1:1765935-1767797	1765935	1767797	0.013162121651373	1445
chr1:1768298-1771362	1768298	1771362	0.0141637966286481	2262
chr1:1771863-1774791	1771863	1774791	0.00610742300219456	1840
chr1:1775292-1777527	1775292	1777527	0.0154744097236907	1319
chr1:1778028-1780465	1778028	1780465	3.499995e-06	2
chr1:1780966-1782322	1780966	1782322	3.499995e-06	2
chr1:1782823-1786192	1782823	1786192	0.00524250654204361	1605
chr1:1786693-1789473	1786693	1789473	0.00634866546270128	1714
chr1:1789974-1794280	1789974	1794280	0.00634914734682589	2441
chr1:1794781-1797233	1794781	1797233	0.0233845133974145	690
chr1:1797734-1800646	1797734	1800646	0.0200145911029467	2288
chr1:1801147-1803613	1801147	1803613	0.00323077264891611	1633
chr1:1804114-1809990	1804114	1809990	0.0129150889841772	5260
chr1:1810491-1812767	1810491	1812767	1.5e-06	2
chr1:1813268-1815678	1813268	1815678	0.0107367661866899	1290
chr1:1816179-1818415	1816179	1818415	0.0170515153155955	707
chr1:1818916-1820553	1818916	1820553	0.00743916188989461	835
chr1:1821054-1823897	1821054	1823897	0.0221363245583118	1809
chr1:1824398-1827147	1824398	1827147	0.00376355887405187	2005
chr1:1827648-1831796	1827648	1831796	0.00979572398254539	2996
chr1:1832297-1834114	1832297	1834114	0.0220047488066895	1108
chr1:1834615-1837415	1834615	1837415	0.00832941167296245	1438
chr1:1837916-1842187	1837916	1842187	0.004184858177287	4000
chr1:1842688-1848403	1842688	1848403	0.0024627154218091	3583
chr1:1848904-1852354	1848904	1852354	0.0214010520858039	1550
chr1:1852855-1857888	1852855	1857888	0.010124605164486	3527
chr1:1858389-1866155	1858389	1866155	0.00233236245447576	3342
chr1:1866656-1869756	1866656	1869756	0.00994621680838451	1394
chr1:1870257-1877044	1870257	1877044	0.00161579887161717	4007
chr1:1877545-1880131	1877545	1880131	0.0120257096280315	2094
chr1:1880632-1886958	1880632	1886958	0.0153582389565209	4458
chr1:1887459-1890738	1887459	1890738	0.0140290933170313	1439
chr1:1891239-1894785	1891239	1894785	0.00683008150259376	2213
chr1:1895286-1898491	1895286	1898491	0.00322780082353892	1349
chr1:1898992-1901871	1898992	1901871	0.012989153763336	1524
chr1:1902372-1904444	1902372	1904444	0.0143689046174035	637
chr1:1904945-1911219	1904945	1911219	0.00634245905302848	2985
chr1:1911720-1913960	1911720	1913960	3.499995e-06	2
chr1:1914461-1919769	1914461	1919769	0.0197491794299406	1280
chr1:1920270-1926326	1920270	1926326	0.00685648178560695	2590
chr1:1926827-1931086	1926827	1931086	2.499996e-06	2
chr1:1931587-1937176	1931587	1937176	0.00464243573118214	3651
chr1:1937677-1942177	1937677	1942177	0.0186856857733829	3108
chr1:1942678-1950822	1942678	1950822	0.00394165232358024	6861
chr1:1951323-1953609	1951323	1953609	0.00517912243611948	1925
chr1:1954110-1959232	1954110	1959232	0.00345510586143833	2108
chr1:1959733-1962716	1959733	1962716	0.0194459499215727	1320
chr1:1963217-1969347	1963217	1969347	0.00425029293663646	4657
chr1:1969848-1975741	1969848	1975741	0.00563236455683301	3575
chr1:1976242-1980215	1976242	1980215	0.00541199720298565	1254
chr1:1980716-1983906	1980716	1983906	0.0217877608885392	753
chr1:1984407-1987520	1984407	1987520	2.5e-06	2
chr1:1988021-1989909	1988021	1989909	2.5e-06	2
chr1:1990410-1992609	1990410	1992609	2.5e-06	2
chr1:1993110-1996139	1993110	1996139	0.0102843529393077	2161
chr1:1996640-1998938	1996640	1998938	0.0038660617808934	1182
chr1:1999439-2002472	1999439	2002472	2.499998e-06	2
chr1:2002973-2004622	2002973	2004622	2.499998e-06	2
chr1:2005123-2007374	2005123	2007374	2.499998e-06	2
chr1:2007875-2008834	2007875	2008834	0.035594279834798	401
chr1:2009335-2017273	2009335	2017273	0.010462973251137	7057
chr1:2017774-2022120	2017774	2022120	0.00226751728097367	3418
chr1:2022621-2024061	2022621	2024061	2.999996e-06	2
chr1:2024562-2026766	2024562	2026766	0.0168383588958735	1407
chr1:2027267-2030673	2027267	2030673	0.00745830346122794	2992
chr1:2031174-2039488	2031174	2039488	0.0284089075167876	4845
chr1:2039989-2043360	2039989	2043360	0.0146765211497611	2068
chr1:2043861-2047032	2043861	2047032	3.499991e-06	2
chr1:2047533-2051899	2047533	2051899	0.00480521721824382	3601
chr1:2052400-2055638	2052400	2055638	0.0173028831321791	1318
chr1:2056139-2057198	2056139	2057198	2e-06	2
chr1:2057699-2060473	2057699	2060473	2e-06	2
chr1:2060974-2063358	2060974	2063358	0.00599287334814014	1313
chr1:2063859-2067721	2063859	2067721	0.00518307267279512	3441
chr1:2068222-2070450	2068222	2070450	0.0184471714778514	498
chr1:2070951-2072772	2070951	2072772	2.499996e-06	2
chr1:2073273-2076154	2073273	2076154	0.0306135500277718	1157
chr1:2076655-2079952	2076655	2079952	0.0207242535722955	1990
chr1:2080453-2088739	2080453	2088739	0.0138416481256341	5412
chr1:2089240-2092347	2089240	2092347	0.00742708121022192	1469
chr1:2092848-2094620	2092848	2094620	0.00686214625858233	917
chr1:2095121-2097889	2095121	2097889	0.0124244692366161	1714
chr1:2098390-2102913	2098390	2102913	0.00669668199073372	3102
chr1:2103414-2105392	2103414	2105392	2.499998e-06	2
chr1:2105893-2114700	2105893	2114700	0.00452992823270279	4300
chr1:2115201-2119246	2115201	2119246	9.99999e-07	2
chr1:2119747-2122216	2119747	2122216	0.00844325602273178	1976
chr1:2122717-2125452	2122717	2125452	0.00885432379716406	768
chr1:2125953-2128139	2125953	2128139	2.999994e-06	2
chr1:2128640-2133748	2128640	2133748	0.011753523451605	3539
chr1:2134249-2136532	2134249	2136532	0.0295132900654737	817
chr1:2137033-2143180	2137033	2143180	0.00757477986816529	4852
chr1:2143681-2146632	2143681	2146632	0.00810924416143898	1016
chr1:2147133-2148880	2147133	2148880	0.0110585170648095	1349
chr1:2149381-2150812	2149381	2150812	0.010835316680901	939
chr1:2151313-2153012	2151313	2153012	0.0136722807943038	395
chr1:2153513-2157077	2153513	2157077	0.0273292441066598	1361
chr1:2157578-2159689	2157578	2159689	0.00855182822233094	834
chr1:2160190-2163247	2160190	2163247	2.999996e-06	2
chr1:2163748-2167830	2163748	2167830	0.010739711040518	2054
chr1:2168331-2171884	2168331	2171884	0.00844602004449197	1183
chr1:2172385-2177541	2172385	2177541	0.0153827359121417	1270
chr1:2178042-2179994	2178042	2179994	0.00949756324665046	1522
chr1:2180495-2183435	2180495	2183435	0.00404315619206357	2045
chr1:2183936-2186266	2183936	2186266	0.00825783417099232	651
chr1:2186767-2192436	2186767	2192436	0.0105965932198255	3289
chr1:2192937-2194822	2192937	2194822	0.0090954665271632	913
chr1:2195323-2197472	2195323	2197472	5e-07	2
chr1:2197973-2202625	2197973	2202625	0.00854430246982399	2318
chr1:2203126-2207903	2203126	2207903	0.0054795678764796	2573
chr1:2208404-2211130	2208404	2211130	0.0135340347851773	1602
chr1:2211631-2214556	2211631	2214556	0.00713069020687186	2544
chr1:2215057-2218424	2215057	2218424	0.0101695341646867	2991
